Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
0 days 02:20:55.030000,ALO,14,86.61,40.0,2.0,,,28.187,29.957,28.466,0 days 02:19:56.594000,0 days 02:20:26.551000,0 days 02:20:55.017000,,314.0,309.0,319.0,False,HARD,22.0,False,Aston Martin,0 days 02:19:28.420000,2023-09-03 14:20:29.465,1,10.0,False,,False,True
0 days 02:22:21.845000,ALO,14,86.815,41.0,2.0,,,28.084,30.125,28.606,0 days 02:21:23.101000,0 days 02:21:53.226000,0 days 02:22:21.832000,316.0,316.0,309.0,325.0,False,HARD,23.0,False,Aston Martin,0 days 02:20:55.030000,2023-09-03 14:21:56.075,1,9.0,False,,False,True
0 days 02:23:48.248000,ALO,14,86.403,42.0,2.0,,,28.072,29.934,28.397,0 days 02:22:49.904000,0 days 02:23:19.838000,0 days 02:23:48.235000,317.0,315.0,309.0,320.0,False,HARD,24.0,False,Aston Martin,0 days 02:22:21.845000,2023-09-03 14:23:22.890,1,9.0,False,,False,True
0 days 02:25:14.353000,ALO,14,86.105,43.0,2.0,,,28.036,29.833,28.236,0 days 02:24:16.271000,0 days 02:24:46.104000,0 days 02:25:14.340000,,314.0,309.0,326.0,True,HARD,25.0,False,Aston Martin,0 days 02:23:48.248000,2023-09-03 14:24:49.293,1,9.0,False,,False,True
0 days 02:26:40.508000,ALO,14,86.155,44.0,2.0,,,28.025,29.868,28.262,0 days 02:25:42.365000,0 days 02:26:12.233000,0 days 02:26:40.495000,318.0,315.0,310.0,322.0,False,HARD,26.0,False,Aston Martin,0 days 02:25:14.353000,2023-09-03 14:26:15.398,1,9.0,False,,False,True
0 days 02:28:06.785000,ALO,14,86.277,45.0,2.0,,,28.023,29.92,28.334,0 days 02:27:08.518000,0 days 02:27:38.438000,0 days 02:28:06.772000,320.0,318.0,309.0,,False,HARD,27.0,False,Aston Martin,0 days 02:26:40.508000,2023-09-03 14:27:41.553,1,9.0,False,,False,True
0 days 02:29:33.238000,ALO,14,86.453,46.0,2.0,,,28.069,30.096,28.288,0 days 02:28:34.841000,0 days 02:29:04.937000,0 days 02:29:33.225000,,317.0,311.0,326.0,False,HARD,28.0,False,Aston Martin,0 days 02:28:06.785000,2023-09-03 14:29:07.830,1,9.0,False,,False,True
0 days 02:31:00.150000,ALO,14,86.912,47.0,2.0,,,27.97,30.321,28.621,0 days 02:30:01.195000,0 days 02:30:31.516000,0 days 02:31:00.137000,321.0,329.0,313.0,324.0,False,HARD,29.0,False,Aston Martin,0 days 02:29:33.238000,2023-09-03 14:30:34.283,1,9.0,False,,False,True
0 days 02:32:27.333000,ALO,14,87.183,48.0,2.0,,,28.074,30.358,28.751,0 days 02:31:28.211000,0 days 02:31:58.569000,0 days 02:32:27.320000,317.0,331.0,311.0,333.0,False,HARD,30.0,False,Aston Martin,0 days 02:31:00.150000,2023-09-03 14:32:01.195,1,9.0,False,,False,True
0 days 02:33:54.578000,ALO,14,87.245,49.0,2.0,,,28.044,30.608,28.593,0 days 02:32:55.364000,0 days 02:33:25.972000,0 days 02:33:54.565000,323.0,328.0,312.0,323.0,False,HARD,31.0,False,Aston Martin,0 days 02:32:27.333000,2023-09-03 14:33:28.378,1,9.0,False,,False,True
0 days 02:35:21.938000,ALO,14,87.36,50.0,2.0,,,28.144,30.732,28.484,0 days 02:34:22.709000,0 days 02:34:53.441000,0 days 02:35:21.925000,326.0,332.0,312.0,333.0,False,HARD,32.0,False,Aston Martin,0 days 02:33:54.578000,2023-09-03 14:34:55.623,1,9.0,False,,False,True
0 days 02:36:49.333000,ALO,14,87.395,51.0,2.0,,,27.812,30.849,28.734,0 days 02:35:49.737000,0 days 02:36:20.586000,0 days 02:36:49.320000,333.0,329.0,,345.0,False,HARD,33.0,False,Aston Martin,0 days 02:35:21.938000,2023-09-03 14:36:22.983,1,9.0,False,,False,True
0 days 01:23:50.651000,LEC,16,88.755,1.0,1.0,,,,29.908,28.623,,0 days 01:23:22.022000,0 days 01:23:50.725000,322.0,306.0,307.0,280.0,False,MEDIUM,1.0,True,Ferrari,0 days 01:22:21.726000,2023-09-03 13:23:22.771,1,4.0,False,,False,False
0 days 01:25:16.963000,LEC,16,86.312,2.0,1.0,,,28.155,29.728,28.429,0 days 01:24:18.800000,0 days 01:24:48.528000,0 days 01:25:16.957000,309.0,307.0,308.0,312.0,True,MEDIUM,2.0,True,Ferrari,0 days 01:23:50.651000,2023-09-03 13:24:51.696,1,3.0,False,,False,True
0 days 01:26:42.682000,LEC,16,85.719,3.0,1.0,,,27.933,29.256,28.53,0 days 01:25:44.890000,0 days 01:26:14.146000,0 days 01:26:42.676000,322.0,326.0,308.0,315.0,True,MEDIUM,3.0,True,Ferrari,0 days 01:25:16.963000,2023-09-03 13:26:18.008,1,3.0,False,,False,True
0 days 01:28:08.707000,LEC,16,86.025,4.0,1.0,,,28.073,29.438,28.514,0 days 01:27:10.749000,0 days 01:27:40.187000,0 days 01:28:08.701000,309.0,323.0,308.0,316.0,False,MEDIUM,4.0,True,Ferrari,0 days 01:26:42.682000,2023-09-03 13:27:43.727,1,3.0,False,,False,True
0 days 01:29:34.973000,LEC,16,86.266,5.0,1.0,,,28.042,29.611,28.613,0 days 01:28:36.743000,0 days 01:29:06.354000,0 days 01:29:34.967000,,322.0,308.0,327.0,False,MEDIUM,5.0,True,Ferrari,0 days 01:28:08.707000,2023-09-03 13:29:09.752,1,3.0,False,,False,True
0 days 01:31:01.456000,LEC,16,86.483,6.0,1.0,,,28.204,29.712,28.567,0 days 01:30:03.171000,0 days 01:30:32.883000,0 days 01:31:01.450000,311.0,324.0,309.0,315.0,False,MEDIUM,6.0,True,Ferrari,0 days 01:29:34.973000,2023-09-03 13:30:36.018,1,3.0,False,,False,True
0 days 01:32:27.929000,LEC,16,86.473,7.0,1.0,,,28.13,29.768,28.575,0 days 01:31:29.580000,0 days 01:31:59.348000,0 days 01:32:27.923000,309.0,323.0,309.0,329.0,False,MEDIUM,7.0,True,Ferrari,0 days 01:31:01.456000,2023-09-03 13:32:02.501,1,3.0,False,,False,True
0 days 01:33:53.901000,LEC,16,85.972,8.0,1.0,,,28.002,29.51,28.46,0 days 01:32:55.925000,0 days 01:33:25.435000,0 days 01:33:53.895000,312.0,324.0,309.0,327.0,False,MEDIUM,8.0,True,Ferrari,0 days 01:32:27.929000,2023-09-03 13:33:28.974,1,3.0,False,,False,True
0 days 01:35:20.579000,LEC,16,86.678,9.0,1.0,,,28.037,29.789,28.852,0 days 01:34:21.932000,0 days 01:34:51.721000,0 days 01:35:20.573000,311.0,324.0,307.0,330.0,False,MEDIUM,9.0,True,Ferrari,0 days 01:33:53.901000,2023-09-03 13:34:54.946,1,3.0,False,,False,True
0 days 01:36:47.366000,LEC,16,86.787,10.0,1.0,,,28.308,29.817,28.662,0 days 01:35:48.881000,0 days 01:36:18.698000,0 days 01:36:47.360000,310.0,323.0,308.0,326.0,False,MEDIUM,10.0,True,Ferrari,0 days 01:35:20.579000,2023-09-03 13:36:21.624,1,3.0,False,,False,True
0 days 01:38:14.204000,LEC,16,86.838,11.0,1.0,,,28.279,29.772,28.787,0 days 01:37:15.639000,0 days 01:37:45.411000,0 days 01:38:14.198000,,322.0,308.0,315.0,False,MEDIUM,11.0,True,Ferrari,0 days 01:36:47.366000,2023-09-03 13:37:48.411,1,3.0,False,,False,True
0 days 01:39:40.898000,LEC,16,86.694,12.0,1.0,,,28.237,29.915,28.542,0 days 01:38:42.435000,0 days 01:39:12.350000,0 days 01:39:40.892000,311.0,314.0,308.0,319.0,False,MEDIUM,12.0,True,Ferrari,0 days 01:38:14.204000,2023-09-03 13:39:15.249,1,3.0,False,,False,True
0 days 01:41:07.455000,LEC,16,86.557,13.0,1.0,,,28.136,29.853,28.568,0 days 01:40:09.028000,0 days 01:40:38.881000,0 days 01:41:07.449000,315.0,317.0,307.0,320.0,False,MEDIUM,13.0,True,Ferrari,0 days 01:39:40.898000,2023-09-03 13:40:41.943,1,3.0,False,,False,True
0 days 01:42:34.395000,LEC,16,86.94,14.0,1.0,,,28.276,30.041,28.623,0 days 01:41:35.725000,0 days 01:42:05.766000,0 days 01:42:34.389000,310.0,312.0,308.0,317.0,False,MEDIUM,14.0,True,Ferrari,0 days 01:41:07.455000,2023-09-03 13:42:08.500,1,3.0,False,,False,True
0 days 01:44:01.709000,LEC,16,87.314,15.0,1.0,,,28.401,30.047,28.866,0 days 01:43:02.790000,0 days 01:43:32.837000,0 days 01:44:01.703000,315.0,328.0,308.0,320.0,False,MEDIUM,15.0,True,Ferrari,0 days 01:42:34.395000,2023-09-03 13:43:35.440,1,3.0,False,,False,True
0 days 01:45:28.864000,LEC,16,87.155,16.0,1.0,,,28.242,30.148,28.765,0 days 01:44:29.945000,0 days 01:45:00.093000,0 days 01:45:28.858000,325.0,325.0,309.0,334.0,False,MEDIUM,16.0,True,Ferrari,0 days 01:44:01.709000,2023-09-03 13:45:02.754,1,3.0,False,,False,True
0 days 01:46:56.534000,LEC,16,87.67,17.0,1.0,,,28.308,30.329,29.033,0 days 01:45:57.166000,0 days 01:46:27.495000,0 days 01:46:56.528000,316.0,324.0,311.0,330.0,False,MEDIUM,17.0,True,Ferrari,0 days 01:45:28.864000,2023-09-03 13:46:29.909,1,3.0,False,,False,True
0 days 01:48:24.032000,LEC,16,87.498,18.0,1.0,,,28.199,30.37,28.929,0 days 01:47:24.727000,0 days 01:47:55.097000,0 days 01:48:24.026000,315.0,322.0,309.0,322.0,False,MEDIUM,18.0,True,Ferrari,0 days 01:46:56.534000,2023-09-03 13:47:57.579,1,3.0,False,,False,True
0 days 01:49:51.734000,LEC,16,87.702,19.0,1.0,,,28.304,30.386,29.012,0 days 01:48:52.330000,0 days 01:49:22.716000,0 days 01:49:51.728000,312.0,322.0,306.0,327.0,False,MEDIUM,19.0,True,Ferrari,0 days 01:48:24.032000,2023-09-03 13:49:25.077,1,2.0,False,,False,True
0 days 01:51:22.889000,LEC,16,91.155,20.0,1.0,,0 days 01:51:19.066000,28.176,30.071,32.908,0 days 01:50:19.904000,0 days 01:50:49.975000,0 days 01:51:22.883000,,311.0,,,False,MEDIUM,20.0,True,Ferrari,0 days 01:49:51.734000,2023-09-03 13:50:52.779,1,3.0,False,,False,False
0 days 01:53:08.731000,LEC,16,105.842,21.0,2.0,0 days 01:51:42.956000,,47.538,29.973,28.331,0 days 01:52:10.421000,0 days 01:52:40.394000,0 days 01:53:08.725000,328.0,321.0,311.0,285.0,False,HARD,1.0,True,Ferrari,0 days 01:51:22.889000,2023-09-03 13:52:23.934,1,8.0,False,,False,False
0 days 01:54:34.473000,LEC,16,85.742,22.0,2.0,,,28.116,29.46,28.166,0 days 01:53:36.841000,0 days 01:54:06.301000,0 days 01:54:34.467000,311.0,320.0,311.0,341.0,False,HARD,2.0,True,Ferrari,0 days 01:53:08.731000,2023-09-03 13:54:09.776,1,6.0,False,,False,True
0 days 01:56:00.280000,LEC,16,85.807,23.0,2.0,,,27.984,29.553,28.27,0 days 01:55:02.451000,0 days 01:55:32.004000,0 days 01:56:00.274000,312.0,320.0,310.0,316.0,False,HARD,3.0,True,Ferrari,0 days 01:54:34.473000,2023-09-03 13:55:35.518,1,5.0,False,,False,True
0 days 01:57:26.213000,LEC,16,85.933,24.0,2.0,,,27.945,29.668,28.32,0 days 01:56:28.219000,0 days 01:56:57.887000,0 days 01:57:26.207000,311.0,321.0,311.0,329.0,False,HARD,4.0,True,Ferrari,0 days 01:56:00.280000,2023-09-03 13:57:01.325,1,4.0,False,,False,True
0 days 01:58:52.274000,LEC,16,86.061,25.0,2.0,,,27.93,29.72,28.411,0 days 01:57:54.137000,0 days 01:58:23.857000,0 days 01:58:52.268000,,321.0,311.0,347.0,False,HARD,5.0,True,Ferrari,0 days 01:57:26.213000,2023-09-03 13:58:27.258,1,4.0,False,,False,True
0 days 02:00:18.037000,LEC,16,85.763,26.0,2.0,,,28.034,29.494,28.235,0 days 01:59:20.302000,0 days 01:59:49.796000,0 days 02:00:18.031000,312.0,321.0,310.0,346.0,False,HARD,6.0,True,Ferrari,0 days 01:58:52.274000,2023-09-03 13:59:53.319,1,4.0,False,,False,True
0 days 02:01:44.271000,LEC,16,86.234,27.0,2.0,,,28.016,29.562,28.656,0 days 02:00:46.047000,0 days 02:01:15.609000,0 days 02:01:44.265000,,326.0,309.0,329.0,False,HARD,7.0,True,Ferrari,0 days 02:00:18.037000,2023-09-03 14:01:19.082,1,3.0,False,,False,True
0 days 02:03:09.934000,LEC,16,85.663,28.0,2.0,,,28.012,29.486,28.165,0 days 02:02:12.277000,0 days 02:02:41.763000,0 days 02:03:09.928000,310.0,321.0,310.0,328.0,True,HARD,8.0,True,Ferrari,0 days 02:01:44.271000,2023-09-03 14:02:45.316,1,3.0,False,,False,True
0 days 02:04:35.748000,LEC,16,85.814,29.0,2.0,,,28.146,29.642,28.026,0 days 02:03:38.074000,0 days 02:04:07.716000,0 days 02:04:35.742000,312.0,320.0,310.0,324.0,False,HARD,9.0,True,Ferrari,0 days 02:03:09.934000,2023-09-03 14:04:10.979,1,3.0,False,,False,True
0 days 02:06:01.530000,LEC,16,85.782,30.0,2.0,,,28.142,29.568,28.072,0 days 02:05:03.884000,0 days 02:05:33.452000,0 days 02:06:01.524000,311.0,319.0,310.0,342.0,False,HARD,10.0,True,Ferrari,0 days 02:04:35.748000,2023-09-03 14:05:36.793,1,3.0,False,,False,True
0 days 02:07:28.026000,LEC,16,86.496,31.0,2.0,,,28.063,30.061,28.372,0 days 02:06:29.587000,0 days 02:06:59.648000,0 days 02:07:28.020000,313.0,308.0,309.0,332.0,False,HARD,11.0,True,Ferrari,0 days 02:06:01.530000,2023-09-03 14:07:02.575,1,3.0,False,,False,True
0 days 02:08:54.895000,LEC,16,86.869,32.0,2.0,,,28.786,29.915,28.168,0 days 02:07:56.806000,0 days 02:08:26.721000,0 days 02:08:54.889000,,322.0,312.0,313.0,False,HARD,12.0,True,Ferrari,0 days 02:07:28.026000,2023-09-03 14:08:29.071,1,4.0,False,,False,True
0 days 02:10:20.857000,LEC,16,85.962,33.0,2.0,,,28.143,29.653,28.166,0 days 02:09:23.032000,0 days 02:09:52.685000,0 days 02:10:20.851000,315.0,323.0,312.0,322.0,False,HARD,13.0,True,Ferrari,0 days 02:08:54.895000,2023-09-03 14:09:55.940,1,4.0,False,,False,True
0 days 02:11:46.708000,LEC,16,85.851,34.0,2.0,,,28.13,29.667,28.054,0 days 02:10:48.981000,0 days 02:11:18.648000,0 days 02:11:46.702000,314.0,323.0,312.0,324.0,False,HARD,14.0,True,Ferrari,0 days 02:10:20.857000,2023-09-03 14:11:21.902,1,4.0,False,,False,True
0 days 02:13:12.558000,LEC,16,85.85,35.0,2.0,,,28.17,29.626,28.054,0 days 02:12:14.872000,0 days 02:12:44.498000,0 days 02:13:12.552000,313.0,334.0,312.0,327.0,False,HARD,15.0,True,Ferrari,0 days 02:11:46.708000,2023-09-03 14:12:47.753,1,4.0,False,,False,True
0 days 02:14:38.189000,LEC,16,85.631,36.0,2.0,,,27.916,29.701,28.014,0 days 02:13:40.468000,0 days 02:14:10.169000,0 days 02:14:38.183000,314.0,323.0,312.0,330.0,True,HARD,16.0,True,Ferrari,0 days 02:13:12.558000,2023-09-03 14:14:13.603,1,4.0,False,,False,True
0 days 02:16:03.860000,LEC,16,85.671,37.0,2.0,,,27.902,29.633,28.136,0 days 02:15:06.085000,0 days 02:15:35.718000,0 days 02:16:03.854000,315.0,331.0,312.0,331.0,False,HARD,17.0,True,Ferrari,0 days 02:14:38.189000,2023-09-03 14:15:39.234,1,4.0,False,,False,True
0 days 02:17:29.440000,LEC,16,85.58,38.0,2.0,,,27.994,29.492,28.094,0 days 02:16:31.848000,0 days 02:17:01.340000,0 days 02:17:29.434000,328.0,324.0,313.0,332.0,True,HARD,18.0,True,Ferrari,0 days 02:16:03.860000,2023-09-03 14:17:04.905,1,4.0,False,,False,True
0 days 02:18:55.069000,LEC,16,85.629,39.0,2.0,,,27.997,29.531,28.101,0 days 02:17:57.431000,0 days 02:18:26.962000,0 days 02:18:55.063000,315.0,335.0,313.0,,False,HARD,19.0,True,Ferrari,0 days 02:17:29.440000,2023-09-03 14:18:30.485,1,4.0,False,,False,True
0 days 02:20:20.797000,LEC,16,85.728,40.0,2.0,,,27.941,29.673,28.114,0 days 02:19:23.004000,0 days 02:19:52.677000,0 days 02:20:20.791000,,339.0,312.0,334.0,False,HARD,20.0,True,Ferrari,0 days 02:18:55.069000,2023-09-03 14:19:56.114,1,4.0,False,,False,True
0 days 02:21:47.308000,LEC,16,86.511,41.0,2.0,,,28.014,30.072,28.425,0 days 02:20:48.805000,0 days 02:21:18.877000,0 days 02:21:47.302000,313.0,329.0,312.0,330.0,False,HARD,21.0,True,Ferrari,0 days 02:20:20.797000,2023-09-03 14:21:21.842,1,4.0,False,,False,True
0 days 02:23:13.756000,LEC,16,86.448,42.0,2.0,,,28.005,30.118,28.325,0 days 02:22:15.307000,0 days 02:22:45.425000,0 days 02:23:13.750000,314.0,330.0,311.0,,False,HARD,22.0,True,Ferrari,0 days 02:21:47.308000,2023-09-03 14:22:48.353,1,4.0,False,,False,True
0 days 02:24:40.353000,LEC,16,86.597,43.0,2.0,,,28.224,30.135,28.238,0 days 02:23:41.974000,0 days 02:24:12.109000,0 days 02:24:40.347000,328.0,342.0,313.0,333.0,False,HARD,23.0,True,Ferrari,0 days 02:23:13.756000,2023-09-03 14:24:14.801,1,4.0,False,,False,True
0 days 02:26:06.939000,LEC,16,86.586,44.0,2.0,,,28.282,29.969,28.335,0 days 02:25:08.629000,0 days 02:25:38.598000,0 days 02:26:06.933000,314.0,329.0,311.0,,False,HARD,24.0,True,Ferrari,0 days 02:24:40.353000,2023-09-03 14:25:41.398,1,4.0,False,,False,True
0 days 02:27:33.260000,LEC,16,86.321,45.0,2.0,,,28.007,30.103,28.211,0 days 02:26:34.940000,0 days 02:27:05.043000,0 days 02:27:33.254000,315.0,328.0,314.0,332.0,False,HARD,25.0,True,Ferrari,0 days 02:26:06.939000,2023-09-03 14:27:07.984,1,4.0,False,,False,True
0 days 02:28:59.840000,LEC,16,86.58,46.0,2.0,,,27.912,30.545,28.123,0 days 02:28:01.166000,0 days 02:28:31.711000,0 days 02:28:59.834000,333.0,326.0,322.0,333.0,False,HARD,26.0,True,Ferrari,0 days 02:27:33.260000,2023-09-03 14:28:34.305,1,4.0,False,,False,True
0 days 02:30:27.211000,LEC,16,87.371,47.0,2.0,,,28.486,30.781,28.104,0 days 02:29:28.320000,0 days 02:29:59.101000,0 days 02:30:27.205000,324.0,322.0,315.0,338.0,False,HARD,27.0,True,Ferrari,0 days 02:28:59.840000,2023-09-03 14:30:00.885,1,4.0,True,TRACK LIMITS AT TURN 5 LAP 47 ,False,True
0 days 02:31:54.039000,LEC,16,86.828,48.0,2.0,,,28.441,30.154,28.233,0 days 02:30:55.646000,0 days 02:31:25.800000,0 days 02:31:54.033000,315.0,323.0,314.0,,False,HARD,28.0,True,Ferrari,0 days 02:30:27.211000,2023-09-03 14:31:28.256,1,4.0,False,,False,True
0 days 02:33:20.672000,LEC,16,86.633,49.0,2.0,,,28.284,30.207,28.142,0 days 02:32:22.317000,0 days 02:32:52.524000,0 days 02:33:20.666000,,323.0,316.0,346.0,False,HARD,29.0,True,Ferrari,0 days 02:31:54.039000,2023-09-03 14:32:55.084,1,4.0,False,,False,True
0 days 02:34:47.633000,LEC,16,86.961,50.0,2.0,,,28.367,30.573,28.021,0 days 02:33:49.033000,0 days 02:34:19.606000,0 days 02:34:47.627000,311.0,323.0,315.0,354.0,False,HARD,30.0,True,Ferrari,0 days 02:33:20.672000,2023-09-03 14:34:21.717,1,4.0,False,,False,True
0 days 02:36:14.416000,LEC,16,86.783,51.0,2.0,,,28.122,30.349,28.312,0 days 02:35:15.749000,0 days 02:35:46.098000,0 days 02:36:14.410000,317.0,320.0,317.0,352.0,False,HARD,31.0,True,Ferrari,0 days 02:34:47.633000,2023-09-03 14:35:48.678,1,4.0,False,,False,True
0 days 01:23:58.683000,STR,18,96.787,1.0,1.0,,,,32.64,30.195,,0 days 01:23:28.553000,0 days 01:23:58.803000,320.0,300.0,308.0,246.0,False,MEDIUM,1.0,True,Aston Martin,0 days 01:22:21.726000,2023-09-03 13:23:22.771,1,20.0,False,,False,False
0 days 01:25:27.636000,STR,18,88.953,2.0,1.0,,,28.81,30.757,29.386,0 days 01:24:27.499000,0 days 01:24:58.256000,0 days 01:25:27.642000,313.0,314.0,310.0,305.0,True,MEDIUM,2.0,True,Aston Martin,0 days 01:23:58.683000,2023-09-03 13:24:59.728,1,19.0,False,,False,True
0 days 01:26:56.250000,STR,18,88.614,3.0,1.0,,,28.49,30.911,29.213,0 days 01:25:56.132000,0 days 01:26:27.043000,0 days 01:26:56.256000,330.0,329.0,311.0,298.0,True,MEDIUM,3.0,True,Aston Martin,0 days 01:25:27.636000,2023-09-03 13:26:28.681,1,19.0,False,,False,True
0 days 01:28:23.975000,STR,18,87.725,4.0,1.0,,,28.152,30.384,29.189,0 days 01:27:24.408000,0 days 01:27:54.792000,0 days 01:28:23.981000,312.0,315.0,309.0,351.0,True,MEDIUM,4.0,True,Aston Martin,0 days 01:26:56.250000,2023-09-03 13:27:57.295,1,18.0,False,,False,True
0 days 01:29:51.549000,STR,18,87.574,5.0,1.0,,,28.256,30.13,29.188,0 days 01:28:52.237000,0 days 01:29:22.367000,0 days 01:29:51.555000,314.0,317.0,308.0,318.0,True,MEDIUM,5.0,True,Aston Martin,0 days 01:28:23.975000,2023-09-03 13:29:25.020,1,18.0,False,,False,True
0 days 01:31:19.205000,STR,18,87.656,6.0,1.0,,,28.333,30.229,29.094,0 days 01:30:19.888000,0 days 01:30:50.117000,0 days 01:31:19.211000,310.0,313.0,308.0,321.0,False,MEDIUM,6.0,True,Aston Martin,0 days 01:29:51.549000,2023-09-03 13:30:52.594,1,18.0,False,,False,True
0 days 01:32:46.305000,STR,18,87.1,7.0,1.0,,,28.016,29.968,29.116,0 days 01:31:47.227000,0 days 01:32:17.195000,0 days 01:32:46.311000,314.0,316.0,308.0,326.0,True,MEDIUM,7.0,True,Aston Martin,0 days 01:31:19.205000,2023-09-03 13:32:20.250,1,18.0,False,,False,True
0 days 01:34:13.667000,STR,18,87.362,8.0,1.0,,,28.218,29.966,29.178,0 days 01:33:14.529000,0 days 01:33:44.495000,0 days 01:34:13.673000,313.0,314.0,308.0,321.0,False,MEDIUM,8.0,True,Aston Martin,0 days 01:32:46.305000,2023-09-03 13:33:47.350,1,18.0,False,,False,True
0 days 01:35:40.979000,STR,18,87.312,9.0,1.0,,,28.012,30.001,29.299,0 days 01:34:41.685000,0 days 01:35:11.686000,0 days 01:35:40.985000,316.0,316.0,307.0,329.0,False,MEDIUM,9.0,True,Aston Martin,0 days 01:34:13.667000,2023-09-03 13:35:14.712,1,18.0,False,,False,True
0 days 01:37:08.518000,STR,18,87.539,10.0,1.0,,,28.062,30.153,29.324,0 days 01:36:09.047000,0 days 01:36:39.200000,0 days 01:37:08.524000,314.0,315.0,307.0,327.0,False,MEDIUM,10.0,True,Aston Martin,0 days 01:35:40.979000,2023-09-03 13:36:42.024,1,17.0,False,,False,True
0 days 01:38:35.887000,STR,18,87.369,11.0,1.0,,,28.139,30.17,29.06,0 days 01:37:36.663000,0 days 01:38:06.833000,0 days 01:38:35.893000,315.0,314.0,308.0,325.0,False,MEDIUM,11.0,True,Aston Martin,0 days 01:37:08.518000,2023-09-03 13:38:09.563,1,16.0,False,,False,True
0 days 01:40:03.697000,STR,18,87.81,12.0,1.0,,,28.188,30.336,29.286,0 days 01:39:04.081000,0 days 01:39:34.417000,0 days 01:40:03.703000,,314.0,307.0,323.0,False,MEDIUM,12.0,True,Aston Martin,0 days 01:38:35.887000,2023-09-03 13:39:36.932,1,16.0,False,,False,True
0 days 01:41:31.919000,STR,18,88.222,13.0,1.0,,,28.177,30.572,29.473,0 days 01:40:31.880000,0 days 01:41:02.452000,0 days 01:41:31.925000,313.0,314.0,307.0,326.0,False,MEDIUM,13.0,True,Aston Martin,0 days 01:40:03.697000,2023-09-03 13:41:04.742,1,16.0,False,,False,True
0 days 01:42:59.976000,STR,18,88.057,14.0,1.0,,,28.293,30.415,29.349,0 days 01:42:00.218000,0 days 01:42:30.633000,0 days 01:42:59.982000,315.0,314.0,307.0,321.0,False,MEDIUM,14.0,True,Aston Martin,0 days 01:41:31.919000,2023-09-03 13:42:32.964,1,14.0,False,,False,True
0 days 01:44:28.155000,STR,18,88.179,15.0,1.0,,,28.321,30.575,29.283,0 days 01:43:28.303000,0 days 01:43:58.878000,0 days 01:44:28.161000,314.0,311.0,307.0,325.0,False,MEDIUM,15.0,True,Aston Martin,0 days 01:42:59.976000,2023-09-03 13:44:01.021,1,13.0,False,,False,True
0 days 01:45:56.235000,STR,18,88.08,16.0,1.0,,,28.251,30.546,29.283,0 days 01:44:56.412000,0 days 01:45:26.958000,0 days 01:45:56.241000,315.0,310.0,308.0,,False,MEDIUM,16.0,True,Aston Martin,0 days 01:44:28.155000,2023-09-03 13:45:29.200,1,12.0,False,,False,True
0 days 01:47:24.144000,STR,18,87.909,17.0,1.0,,,28.149,30.462,29.298,0 days 01:46:24.390000,0 days 01:46:54.852000,0 days 01:47:24.150000,316.0,311.0,306.0,321.0,False,MEDIUM,17.0,True,Aston Martin,0 days 01:45:56.235000,2023-09-03 13:46:57.280,1,12.0,False,,False,True
0 days 01:48:52.545000,STR,18,88.401,18.0,1.0,,,28.279,30.672,29.45,0 days 01:47:52.429000,0 days 01:48:23.101000,0 days 01:48:52.551000,315.0,311.0,306.0,326.0,False,MEDIUM,18.0,True,Aston Martin,0 days 01:47:24.144000,2023-09-03 13:48:25.189,1,12.0,False,,False,True
0 days 01:50:20.595000,STR,18,88.05,19.0,1.0,,,28.245,30.608,29.197,0 days 01:49:20.796000,0 days 01:49:51.404000,0 days 01:50:20.601000,317.0,312.0,307.0,323.0,False,MEDIUM,19.0,True,Aston Martin,0 days 01:48:52.545000,2023-09-03 13:49:53.590,1,12.0,False,,False,True
0 days 01:51:53.621000,STR,18,93.026,20.0,1.0,,0 days 01:51:49.784000,28.335,30.751,33.94,0 days 01:50:48.936000,0 days 01:51:19.687000,0 days 01:51:53.627000,319.0,323.0,,322.0,False,MEDIUM,20.0,True,Aston Martin,0 days 01:50:20.595000,2023-09-03 13:51:21.640,1,13.0,False,,False,False
0 days 01:53:42.472000,STR,18,108.851,21.0,2.0,0 days 01:52:15.471000,,49.687,30.078,29.086,0 days 01:52:43.314000,0 days 01:53:13.392000,0 days 01:53:42.478000,319.0,304.0,306.0,279.0,False,HARD,5.0,False,Aston Martin,0 days 01:51:53.621000,2023-09-03 13:52:54.666,1,18.0,False,,False,False
0 days 01:55:09.214000,STR,18,86.742,22.0,2.0,,,28.099,29.727,28.916,0 days 01:54:10.577000,0 days 01:54:40.304000,0 days 01:55:09.220000,312.0,308.0,307.0,314.0,True,HARD,6.0,False,Aston Martin,0 days 01:53:42.472000,2023-09-03 13:54:43.517,1,18.0,False,,False,True
0 days 01:56:36.182000,STR,18,86.968,23.0,2.0,,,28.004,29.927,29.037,0 days 01:55:37.224000,0 days 01:56:07.151000,0 days 01:56:36.188000,,307.0,307.0,318.0,False,HARD,7.0,False,Aston Martin,0 days 01:55:09.214000,2023-09-03 13:56:10.259,1,18.0,False,,False,True
